Id,CollateralID,ChargeHolderID,ChargeOrderID,ChargeTypeID,ChargeValue,ChangeType,CreatedDate,LastModifiedDate
yt98818696338512,ofh75380705,21,1,1,38892,CREATE,08/02/2013 04:32,21/03/2013 07:06
qs07831439848081,rit79251860,3,1,1,4122,CREATE,14/06/2011 07:22,20/09/2012 06:50
cn55294424565895,xxf85229887,1,2,1,3985,CREATE,27/01/2010 03:12,21/06/2012 06:31
dh85688337964190,ioe00985587,14,3,2,6553,UPDATE,25/12/2010 05:04,19/12/2013 01:06
bz45570147238550,yuc90834090,16,2,3,8394,CREATE,04/05/2010 01:45,11/05/2013 05:31
hk69138641593582,jna60671774,16,1,1,443,CREATE,07/12/2011 09:02,29/09/2013 04:31
mp18990647558198,kiz19818697,8,3,3,4787,UPDATE,16/06/2010 07:05,04/02/2016 10:08
mu13347231038532,akr67463235,16,3,1,39,UPDATE,05/03/2014 03:33,14/02/2013 08:33
hl20463060187971,lni56943701,11,1,2,94373,UPDATE,11/12/2012 11:46,19/01/2017 04:07
mm22174292857555,ezv28821345,11,3,1,18412,CREATE,24/03/2014 03:49,12/02/2017 07:24
nk96545072020570,sjr47745124,10,3,1,4138,CREATE,15/03/2010 01:35,24/04/2012 04:03
so31693910995441,awu87734609,11,3,1,47012,UPDATE,10/09/2014 06:27,27/07/2016 06:06
bv41114741876003,wfe70437848,2,1,3,1839,CREATE,12/07/2014 09:59,26/03/2017 01:46
qo10370121387570,cjj31942760,21,1,2,4539,CREATE,05/01/2014 12:59,11/01/2016 05:33
cm09258407653280,bbw90380027,6,1,1,28785,CREATE,21/12/2013 11:39,14/10/2013 04:30
qf49161509541096,grv78303143,17,2,2,2989,CREATE,29/09/2011 11:13,19/02/2012 05:21
gu18965653400089,qgn88333197,9,3,2,37786,CREATE,08/10/2011 12:39,24/10/2012 11:28
yp64969797270280,dth78970780,8,3,2,2066,CREATE,16/08/2014 03:00,12/02/2016 01:56
xg32897045297023,vdk11979950,7,1,1,48423,CREATE,15/05/2011 01:56,12/01/2016 11:24
zv57303191764745,xet15623101,2,1,1,9724,UPDATE,11/07/2012 12:01,07/02/2012 05:42
oj96993857739430,mpd79739736,18,3,1,37076,UPDATE,30/12/2014 12:36,19/12/2014 07:08
jc62160735389817,sue91140591,3,3,2,13976,CREATE,11/03/2012 01:26,16/01/2013 04:16
md72661120947521,xko51812938,12,1,2,4037,UPDATE,28/12/2013 11:57,27/01/2012 04:06
hm05801011312500,sds59268259,1,2,3,30587,UPDATE,17/07/2011 12:02,19/02/2015 03:03
dx24360250442534,yxc35786817,2,3,1,75447,CREATE,16/10/2014 03:19,19/11/2012 06:13
vo20865633971246,dah78445586,16,1,3,98131,CREATE,27/11/2010 04:18,21/06/2012 03:46
mp25003673747626,oah89277328,11,3,1,97593,CREATE,24/07/2014 01:36,09/12/2013 05:37
kh61416552705268,vdy04985994,15,3,1,6879,UPDATE,28/03/2014 07:49,23/12/2013 05:17
iz70146494279559,bql81138152,20,2,2,47616,CREATE,25/01/2011 09:33,06/09/2014 08:10
ho78037667835496,uik19477592,13,2,1,7087,CREATE,01/07/2014 02:31,26/07/2012 02:42
si16274010834306,xmx72255374,12,1,2,7086,UPDATE,27/04/2014 12:14,28/02/2013 05:56
ql62178877841748,msu20502202,17,3,2,56537,CREATE,08/09/2010 09:26,29/01/2017 10:37
fe22557329825564,jpw82415585,14,3,1,13314,UPDATE,13/05/2014 06:40,14/08/2014 12:21
fc91065497481715,njs63858158,11,2,3,540,UPDATE,09/07/2010 10:25,16/04/2017 07:06
mf15769538055455,irt89680262,18,3,2,46116,UPDATE,16/06/2014 04:18,06/05/2012 06:33
sz97746893053891,ngs65852362,6,3,3,819,UPDATE,28/09/2013 11:29,23/08/2014 09:33
hw87083298954202,mgp85380003,8,2,3,8152,CREATE,12/09/2014 02:47,18/01/2015 05:22
ei38645721142152,mqa23031946,7,2,1,58010,CREATE,16/04/2010 02:07,24/05/2015 01:10
bt69556775449146,qmy03873317,19,1,1,4187,UPDATE,19/02/2013 09:24,15/08/2013 02:14
zc66441677919587,zwy92686731,11,1,1,77506,CREATE,02/04/2015 10:46,10/02/2015 12:57
cp89410319527616,xuc57863985,5,3,1,95298,UPDATE,01/03/2011 02:11,28/05/2016 10:18
rf19217571168079,reb94220698,20,2,3,7975,CREATE,15/07/2011 02:37,23/07/2013 07:09
ig98544905665685,qoi90541706,2,1,1,2389,CREATE,15/06/2010 01:15,22/12/2013 06:06
ze09540562544839,zae72976464,14,1,2,7684,UPDATE,15/07/2014 10:59,07/01/2013 02:19
xz37006541784777,zgh69941758,1,2,1,74893,CREATE,20/05/2010 01:48,19/06/2012 10:57
yf64631011335670,gmb90713710,10,2,1,7805,CREATE,26/04/2015 06:12,15/09/2015 01:10
ew66264937430400,lrq33572619,19,2,3,8405,CREATE,30/10/2010 04:05,26/04/2015 10:03
ht09583100224538,qah18223699,19,1,1,38178,CREATE,22/03/2013 06:27,27/06/2014 09:10
hq32812806871634,xrb50652776,8,2,3,1987,CREATE,05/12/2014 08:04,18/04/2015 01:04
tb59577474145903,oew19519769,15,1,3,1834,UPDATE,29/12/2013 08:08,09/04/2017 10:16
rm47614674651619,ule90519486,3,1,1,42892,UPDATE,03/11/2011 03:36,28/08/2016 09:40
cc83121059390873,mme52668286,10,2,3,6075,UPDATE,22/10/2013 08:10,18/02/2013 02:43
mn00249593733498,dxj80723119,16,2,1,3919,UPDATE,16/09/2010 10:19,18/03/2016 02:54
at72172788022967,eic17282859,6,1,3,1644,CREATE,20/05/2014 08:00,06/03/2015 01:00
nz32771383378045,lie23974183,1,2,1,51154,CREATE,04/09/2010 11:16,03/04/2013 06:09
pg33518090519283,bis91054367,5,1,1,857,CREATE,28/03/2010 04:12,28/02/2015 06:38
dc98092710750101,wvv54975471,20,3,1,1272,UPDATE,08/02/2012 09:54,05/04/2013 08:05
aj12538727521539,tmm07126390,2,1,1,90427,CREATE,30/09/2012 02:47,29/10/2013 03:00
mj53192062750299,fdb08390946,12,1,3,35710,UPDATE,10/02/2015 07:38,19/06/2016 09:15
jg21234744584103,xwu65123665,13,3,3,8768,UPDATE,02/11/2013 08:25,11/06/2013 05:02
iu18198442723112,bzf92763658,11,1,3,8785,CREATE,09/06/2014 08:39,10/12/2014 06:06
ry71690210756709,qql61728530,1,3,1,595,CREATE,19/12/2012 01:39,29/01/2014 10:33
tb83931073175709,rgf00206050,21,2,3,1172,UPDATE,21/02/2010 11:16,11/09/2014 05:32
zi26098397817446,kbi15867537,8,3,1,9163,UPDATE,13/10/2011 09:42,31/10/2015 08:52
nc49814235647146,tfw70527120,5,3,2,5998,CREATE,20/11/2014 03:28,18/07/2016 01:33
uv63386572007735,xmw29633483,20,1,1,48590,UPDATE,01/02/2013 11:09,07/03/2015 02:15
zf56916746158658,nhi79495472,5,2,1,7988,CREATE,14/01/2012 01:00,02/06/2015 10:11
yh53740358555804,rly28868429,10,2,3,8081,CREATE,20/08/2010 09:53,26/12/2016 05:06
ns30850094500819,zlj74612421,2,2,3,8062,CREATE,03/05/2014 06:31,21/10/2012 02:07
vn44269838107935,sdp80401356,6,1,1,5511,UPDATE,05/05/2014 01:19,24/12/2016 12:33
xp80298810926209,syu84787273,17,2,2,7424,CREATE,14/11/2010 06:27,11/06/2014 12:44
fq89508545850155,vpk36168498,10,2,3,6651,CREATE,31/03/2014 11:47,03/02/2017 04:14
tx82271475165811,bsg90478813,15,2,2,33244,UPDATE,10/11/2012 12:51,05/07/2015 11:07
gw31922012730342,wty26402998,7,3,1,4535,UPDATE,19/03/2012 11:28,13/08/2013 06:00
tk75455457410793,fps92170225,10,3,3,78226,UPDATE,23/08/2012 04:08,13/01/2014 06:49
tb58913733386436,dhd87968557,17,1,3,33747,UPDATE,07/02/2014 04:46,07/03/2014 04:56
si80257537272209,rru70811632,20,1,3,2022,CREATE,23/08/2013 11:41,29/09/2014 11:23
el91426414531740,rru70811632,10,2,1,57950,UPDATE,22/06/2011 04:02,22/02/2012 10:37
on00534624191845,rru70811632,4,3,1,3907,UPDATE,03/07/2012 05:47,29/11/2012 06:55
vc33332511631936,tzg97055718,16,3,3,34476,UPDATE,29/04/2015 12:30,18/06/2014 11:09
jb77710558388563,cia28651054,6,2,1,2398,CREATE,27/05/2011 08:37,02/07/2015 11:55
ww66655152389772,dea06589029,16,3,2,1070,UPDATE,18/07/2014 01:31,15/12/2016 01:48
lr06954358924640,ntz95302192,17,3,3,1175,CREATE,28/04/2014 03:51,24/04/2014 12:29
pq39232449054017,hdn31208263,3,3,2,6100,UPDATE,04/02/2012 09:28,14/05/2016 07:01
gr31598147369183,ytq34605742,9,1,2,53136,UPDATE,26/03/2013 07:34,20/10/2015 11:14
oi50804490844475,jnh88373262,19,3,1,7530,CREATE,25/11/2014 09:25,05/11/2014 08:06
jy29889136372154,dye05865902,8,2,2,466,UPDATE,19/04/2013 08:57,17/10/2016 11:45
jh16170598001328,xdc21014353,3,2,3,3955,UPDATE,28/12/2013 07:18,20/03/2014 04:17
mk97554523050727,zxh70874192,17,3,1,66726,UPDATE,28/02/2011 02:32,05/05/2016 05:29
rp16788358684142,ouj21836367,8,2,1,3986,CREATE,29/03/2010 04:20,28/12/2013 06:02
go83844162927591,ihn17052706,15,2,3,816,UPDATE,13/02/2012 10:05,06/02/2013 05:13
of90881676086387,rol30440393,10,2,1,4579,UPDATE,09/02/2012 04:38,20/02/2017 04:57
cf28601996064619,rfk83194442,5,3,1,6780,UPDATE,15/07/2012 09:04,14/10/2012 03:13
qb39050125437500,emt77206339,6,2,3,46594,UPDATE,17/12/2010 10:29,25/10/2015 04:23
wx66234546791401,rov31245835,5,2,2,5793,CREATE,24/04/2011 09:35,18/05/2016 06:57
vh09752765666133,eui62981557,8,2,2,25627,CREATE,15/01/2010 12:02,26/08/2015 04:38
rn56161986964256,cnw31299273,18,2,3,784,UPDATE,07/01/2012 01:00,28/08/2012 06:49
lb72472488088267,jjc37422000,4,3,1,6894,UPDATE,04/04/2015 09:36,14/01/2015 06:25
vn56257058346275,rgz46215990,9,3,2,397,CREATE,17/09/2013 02:46,12/10/2016 02:41
he79970622727300,gma02522693,7,2,2,38523,UPDATE,01/11/2012 03:06,02/12/2014 11:02
hx38220858898039,bke64239715,11,2,1,15170,UPDATE,19/12/2011 05:12,03/12/2015 05:02
gf00313448049676,wll18959415,9,3,2,15434,CREATE,08/03/2013 10:46,06/07/2013 02:21
cu15538347990790,fik75116190,3,1,3,2541,CREATE,28/08/2014 02:11,23/09/2012 08:06
jy96639660188699,yhw90410251,3,2,3,522,CREATE,14/01/2013 04:56,09/04/2012 06:38
hk61385150254495,oqn29525309,12,1,1,4021,UPDATE,10/05/2012 04:41,19/05/2014 12:00
jh55550067871041,uxh41952682,15,2,3,4133,CREATE,07/05/2011 03:12,14/05/2016 08:45
en63533274369636,cri69579311,18,3,1,4780,UPDATE,01/11/2013 09:15,12/02/2015 12:07
fq86326139512299,lis19446670,11,1,2,2476,CREATE,12/02/2010 08:00,24/01/2016 03:06
ru10771735919291,gzy82938059,9,2,3,79598,UPDATE,13/11/2014 11:07,01/04/2014 04:55
bh71747627077805,wbq16597193,21,2,1,9702,UPDATE,14/08/2014 05:32,01/02/2013 05:28
jo13777135449466,gfe07602668,8,3,3,43149,UPDATE,11/04/2013 08:32,13/01/2015 01:24
fd26133961682753,jzc20504330,18,1,3,51251,CREATE,14/02/2014 03:49,29/08/2013 04:49
zv86329059633500,plc61360226,15,2,1,552,CREATE,16/09/2013 02:03,24/02/2012 07:51
cn66379384390341,mmg93798004,10,1,1,59082,CREATE,26/04/2014 06:57,29/03/2017 04:06
be85483056073297,uka74461925,2,1,1,71686,UPDATE,09/05/2013 06:49,23/07/2016 06:09
zx46023930382549,ktc55377475,11,1,1,3356,UPDATE,25/10/2011 09:29,13/10/2013 04:12
fo33658079936221,wfu78448881,18,1,1,10007,CREATE,28/08/2013 11:59,10/08/2013 02:50
qd28107787468635,lnk27024411,20,2,2,33042,CREATE,16/01/2013 10:41,26/03/2015 04:02
yq10971907404786,axo90088099,12,2,2,4403,CREATE,04/01/2011 09:05,05/06/2012 10:07
ff06544671928235,rdv87945341,8,2,3,29250,UPDATE,06/05/2013 10:03,11/12/2014 01:25
ao68205082819565,ggf28530235,3,3,1,62245,UPDATE,05/06/2010 12:10,27/12/2015 10:11
jt21710058411053,pzo61643160,20,2,3,68144,CREATE,03/01/2015 01:54,30/10/2013 10:10
fh62034198453387,zjd65879390,5,2,1,3539,CREATE,21/11/2013 07:26,17/03/2016 07:35
gn73779488553581,nnl71583058,17,2,1,654,CREATE,15/02/2013 10:58,27/11/2013 07:53
vp03346479700620,cbv40210623,16,1,2,8167,UPDATE,05/04/2011 04:06,24/06/2014 07:55
er46955645901919,kwm28443726,17,3,2,42489,UPDATE,18/06/2012 01:31,11/09/2012 06:22
kf45149729532105,gny18751198,1,3,1,5589,CREATE,04/12/2013 10:04,03/02/2014 12:01
xd25385082060176,qws53882165,13,3,3,95509,CREATE,25/03/2010 01:54,08/05/2016 12:45
fi69281629977993,zej36174451,3,3,1,79341,CREATE,18/07/2012 09:21,21/12/2016 03:16
ge59320171638196,ame37119099,6,1,1,26271,CREATE,08/04/2013 07:38,25/09/2013 04:40
cd21909139885191,rbu68613643,14,3,3,3277,UPDATE,04/12/2013 11:04,14/12/2012 05:03
rj43572978549881,uuk02826606,12,3,2,73806,CREATE,08/11/2011 01:34,20/09/2015 03:39
gu63574206472106,bqj03645050,4,3,3,97787,CREATE,03/05/2015 12:21,18/10/2013 07:06
yu35637768468298,tir16022360,7,2,2,3063,UPDATE,05/01/2011 11:59,26/02/2016 07:49
su53242621771059,snn73758037,2,2,3,2232,CREATE,04/07/2013 06:23,22/09/2013 08:58
dv48515614492906,lvg82526614,5,1,1,1250,CREATE,22/03/2015 12:15,12/04/2013 10:31
va57596994160462,psa16265323,3,1,2,7482,UPDATE,04/09/2011 09:51,26/10/2015 05:47
yo03879218078094,opf58309954,6,2,3,3514,CREATE,08/12/2012 11:09,03/08/2012 11:20
iy86634806976018,bvd52853727,12,1,1,1701,CREATE,20/05/2014 09:29,20/06/2015 12:00
xc33513173526065,ozt45778827,8,1,2,4459,UPDATE,27/02/2011 04:38,12/07/2016 05:59
ev40017805317251,vpd83574706,17,1,2,60759,CREATE,20/09/2011 09:48,13/05/2012 05:02
ne61570709153578,zza56166708,14,2,3,71121,CREATE,23/10/2013 09:00,23/06/2015 09:17
pn27483695873329,imd74531801,15,1,1,3816,UPDATE,16/04/2013 02:08,27/03/2012 12:07
av20632570413573,vrd98680182,13,3,1,31353,CREATE,09/05/2014 08:54,24/01/2017 10:39
ow53013191945671,otk41336451,17,3,2,96493,CREATE,03/09/2010 12:35,18/12/2016 09:48
be83284656238838,ylr33885680,2,3,2,10388,CREATE,27/05/2014 11:01,14/08/2016 08:33
li88248162158840,mpi28052844,18,1,3,4257,CREATE,09/09/2013 08:20,14/04/2015 12:18
jx19797902910476,gta32720597,15,1,3,5686,UPDATE,07/08/2010 07:18,10/03/2014 01:57
az48786931865386,eae69421442,19,3,3,32850,CREATE,30/06/2013 12:11,29/10/2015 03:27
ec27595884644471,zzd02626634,14,2,3,35480,UPDATE,02/05/2012 01:32,28/10/2012 01:49
gh07387265033187,eki49647699,1,1,1,74230,UPDATE,01/02/2014 05:39,24/05/2012 12:32
wr38897267828752,hsj82258326,3,2,2,27971,CREATE,01/06/2014 12:38,05/02/2014 02:16
lh31337079112625,tce32677469,11,1,2,8801,UPDATE,26/02/2014 12:21,02/03/2014 02:00
rn17094023728149,uve95110402,20,1,1,5972,CREATE,29/03/2010 04:08,10/07/2016 10:56
sg95718520334274,che32118388,14,3,3,2503,CREATE,06/09/2012 09:11,09/09/2013 09:29
ca24207103144336,ilq59951785,15,2,1,49443,CREATE,27/09/2012 02:00,04/09/2012 04:08
er61998783486223,yql41084165,18,2,1,20398,CREATE,18/11/2014 09:29,07/05/2014 11:20
ac36723760141998,spc03690807,19,2,2,21233,CREATE,28/11/2014 09:34,15/02/2015 10:07
gg62382143898607,hih26436644,14,1,3,87754,UPDATE,21/03/2015 07:30,25/10/2015 11:52
sa81431366567393,enh81533591,4,3,2,49169,CREATE,23/05/2012 08:05,24/06/2014 08:08
on99265666561383,ffo30108210,13,3,3,1493,UPDATE,20/03/2011 12:44,28/02/2014 10:24
pu35961284099826,ndz54626007,12,1,3,98938,UPDATE,31/12/2013 11:33,27/12/2013 11:53
ys61976789113043,kcl24545253,2,2,3,3267,UPDATE,04/10/2011 02:26,24/05/2014 04:41
jo17083108283684,woh89600521,19,3,3,8139,CREATE,25/04/2015 03:11,21/02/2017 05:51
ct20320486235964,teo46473458,1,1,2,32958,UPDATE,15/12/2010 06:52,14/11/2013 09:27
tn36101574415054,wky29843039,19,1,1,66705,UPDATE,03/08/2011 01:33,27/01/2016 01:18
du65198849983749,pen80125149,13,3,1,5928,UPDATE,23/10/2014 04:26,05/12/2012 12:27
xx85380704847513,lgw33331934,13,1,1,74590,CREATE,28/01/2015 02:20,30/12/2013 01:04
tb77405217996404,lsn61823564,4,1,1,26568,UPDATE,28/09/2011 09:18,25/12/2012 11:07
pp63833969278119,nir26949371,5,2,1,8486,UPDATE,18/12/2013 04:54,11/02/2014 01:14
lw67659736603812,mnw78323856,21,3,3,3132,UPDATE,19/02/2013 02:40,26/01/2013 07:50
uy50450352830075,cwc56496337,7,2,1,9451,CREATE,04/09/2011 10:08,29/02/2016 04:27
cd22661973905877,vks22392071,2,2,1,11032,UPDATE,29/11/2014 07:04,02/04/2013 12:58
pz06088992678915,vks22392071,10,1,2,4820,CREATE,03/08/2011 12:06,17/10/2013 10:19
wc90406618227581,vks22392071,18,3,2,31320,UPDATE,16/07/2014 05:05,21/04/2013 07:43
rb13380028589570,koq92808017,17,3,2,4353,UPDATE,08/06/2014 03:37,23/11/2012 11:51
fp58177471890549,yhd41230205,4,1,3,5420,CREATE,06/04/2011 05:38,14/11/2016 05:39
jv66967691530919,mii91017162,13,1,1,1969,UPDATE,25/10/2011 03:06,25/05/2012 05:13
cr08223168059342,gvt56624114,15,1,1,2873,UPDATE,14/05/2013 06:46,11/01/2013 09:15
mi29292721881325,wea46580412,16,2,3,77669,CREATE,19/10/2013 12:26,16/10/2012 04:07
lt85003192663823,rdf76104510,7,1,2,94266,UPDATE,03/02/2011 10:46,15/09/2016 05:33
st78590724366317,pzf06067586,10,1,3,578,CREATE,17/05/2012 06:58,22/05/2012 08:45
